"Time","amf","ausf","bsf","nrf","nssf","pcf","scp","smf","udm","udr","upf"
1769524994000,0,0,0,0,0,0,0,0,0,0,0
1769524996000,0,0,0,0,0,0,0,0,0,0,0
1769524998000,0.00010062186302185058,0.00007378936408996581,0,0,0,0,0,0,0.0000804974967956543,0.0000033540621173381803,0
1769525000000,0.00010062186302185058,0.00007378936408996581,0,0,0,0,0,0,0.0000804974967956543,0.0000033540621173381803,0
1769525002000,0.04704756578371048,0.0013512354115352034,0,0,0,0.004545064738960862,0,0.008721610928807258,0.014372232192850113,0.0007370375370982289,0
1769525004000,0.04704756578371048,0.0013512354115352034,0,0,0,0.004545064738960862,0,0.008721610928807258,0.014372232192850113,0.0007370375370982289,0
1769525006000,0.04704756578371048,0.0013512354115352034,0,0,0,0.004545064738960862,0,0.008721610928807258,0.014372232192850113,0.0007370375370982289,0
1769525008000,0.017851785,0.0005100510076003522,0.00012751275190008804,0,0,0.00879837926357746,0,0.01810681147284508,0.012751275,0.00063756375,0
1769525010000,0.017851785,0.0005100510076003522,0.00012751275190008804,0,0,0.00879837926357746,0,0.01810681147284508,0.012751275,0.00063756375,0
1769525012000,0,0,0,0,0,0,0,0,0,0,0
1769525014000,0,0,0,0,0,0,0,0,0,0,0
1769525016000,0,0,0,0,0,0,0,0,0,0,0
1769525018000,0,0,0,0,0,0,0,0,0,0,0
1769525020000,0,0,0,0,0,0,0,0,0,0,0
1769525022000,0.002170167585439682,0.0002650586401489377,0,0,0,0.00008283082627773286,0,0,0.0010271022773623466,0.00003313233001861721,0
1769525024000,0.002170167585439682,0.0002650586401489377,0,0,0,0.00008283082627773286,0,0,0.0010271022773623466,0.00003313233001861721,0
1769525026000,0.002170167585439682,0.0002650586401489377,0,0,0,0.00008283082627773286,0,0,0.0010271022773623466,0.00003313233001861721,0
1769525028000,0.045777968945846556,0.0017920199219465256,0.00016291091081380843,0,0,0.013358694492721557,0,0.024762457667655946,0.027857765458145143,0.0013032872865104675,0
1769525030000,0.045777968945846556,0.0017920199219465256,0.00016291091081380843,0,0,0.013358694492721557,0,0.024762457667655946,0.027857765458145143,0.0013032872865104675,0
1769525032000,0.002973442450852394,0,0.000047197493310645224,0,0,0.0014159248695611954,0,0.002926244880275726,0.0015103197859406472,0.000047197493310645224,0.000047197493310645224
1769525034000,0.002973442450852394,0,0.000047197493310645224,0,0,0.0014159248695611954,0,0.002926244880275726,0.0015103197859406472,0.000047197493310645224,0.000047197493310645224
1769525036000,0.002973442450852394,0,0.000047197493310645224,0,0,0.0014159248695611954,0,0.002926244880275726,0.0015103197859406472,0.000047197493310645224,0.000047197493310645224
1769525038000,0,0,0,0,0,0,0,0,0,0,0
1769525040000,0,0,0,0,0,0,0,0,0,0,0
1769525042000,0,0,0,0,0,0,0,0,0,0,0
1769525044000,0,0,0,0,0,0,0,0,0,0,0
1769525046000,0,0,0,0,0,0,0,0,0,0,0
1769525048000,0.013102998166522979,0.000976301796863079,0,0.00005138430509805679,0,0.0013359919325494766,0,0.0008735331866669654,0.00580642659825325,0.0002569215560334921,0
1769525050000,0.013102998166522979,0.000976301796863079,0,0.00005138430509805679,0,0.0013359919325494766,0,0.0008735331866669654,0.00580642659825325,0.0002569215560334921,0
1769525052000,0.04040536973247528,0,0.00037239969729602337,0,0,0.028674778519821167,0,0.049901557554244996,0.016757986433715823,0.0007447993945920467,0
1769525054000,0.04040536973247528,0,0.00037239969729602337,0,0,0.028674778519821167,0,0.049901557554244996,0.016757986433715823,0.0007447993945920467,0
1769525056000,0.04040536973247528,0,0.00037239969729602337,0,0,0.028674778519821167,0,0.049901557554244996,0.016757986433715823,0.0007447993945920467,0
1769525058000,0.00014582832824140785,0,0,0,0,0,0,0.00014582832824140785,0.00032082230476438995,0.000014582832824140787,0
1769525060000,0.00014582832824140785,0,0,0,0,0,0,0.00014582832824140785,0.00032082230476438995,0.000014582832824140787,0
1769525062000,0,0,0,0,0,0,0,0,0,0,0
1769525064000,0,0,0,0,0,0,0,0,0,0,0
1769525066000,0,0,0,0,0,0,0,0,0,0,0
1769525068000,0.00041851505743503573,0.0002391514468896389,0,0,0,0,0,0,0.00048684404806137086,0.000017082246387675406,0
1769525070000,0.00041851505743503573,0.0002391514468896389,0,0,0,0,0,0,0.00048684404806137086,0.000017082246387675406,0
1769525072000,0.036867746907348634,0,0.00013357879890918731,0,0,0.012556405983352661,0,0.020704711682281492,0.016163032678527832,0.0005343151956367493,0
1769525074000,0.036867746907348634,0,0.00013357879890918731,0,0,0.012556405983352661,0,0.020704711682281492,0.016163032678527832,0.0005343151956367493,0
1769525076000,0.036867746907348634,0,0.00013357879890918731,0,0,0.012556405983352661,0,0.020704711682281492,0.016163032678527832,0.0005343151956367493,0
1769525078000,0.0013628507356894014,0,0.00011850876575827599,0,0,0.004799604942679405,0,0.0046810960358595844,0.0043848241919946665,0.00023701753151655197,0
1769525080000,0.0013628507356894014,0,0.00011850876575827599,0,0,0.004799604942679405,0,0.0046810960358595844,0.0043848241919946665,0.00023701753151655197,0
1769525082000,0,0,0,0,0,0,0,0,0,0,0
1769525084000,0,0,0,0,0,0,0,0,0,0,0
1769525086000,0,0,0,0,0,0,0,0,0,0,0
1769525088000,0,0,0,0,0,0,0,0,0,0,0.00000361232154160738
1769525090000,0,0,0,0,0,0,0,0,0,0,0.00000361232154160738
1769525092000,0.021020517595825197,0.0013220451001739503,0,0,0,0.0005288180322092771,0,0,0.005949202950782775,0.0001322045080523193,0
1769525094000,0.021020517595825197,0.0013220451001739503,0,0,0,0.0005288180322092771,0,0,0.005949202950782775,0.0001322045080523193,0
1769525096000,0.021020517595825197,0.0013220451001739503,0,0,0,0.0005288180322092771,0,0,0.005949202950782775,0.0001322045080523193,0
1769525098000,0.030039818782548904,0.0020435251004958153,0.0006130575423199683,0,0,0.04638801958651542,0,0.05394906421100617,0.0339225170577097,0.0016348201534239948,0
1769525100000,0.030039818782548904,0.0020435251004958153,0.0006130575423199683,0,0,0.04638801958651542,0,0.05394906421100617,0.0339225170577097,0.0016348201534239948,0
1769525102000,0.00012499224825650453,0,0,0,0,0,0,0.00018180691640138627,0.00009090345820069313,0,0
1769525104000,0.00012499224825650453,0,0,0,0,0,0,0.00018180691640138627,0.00009090345820069313,0,0
1769525106000,0.00012499224825650453,0,0,0,0,0,0,0.00018180691640138627,0.00009090345820069313,0,0
1769525108000,0,0,0,0,0,0,0,0,0,0,0.000003607169594168663
1769525110000,0,0,0,0,0,0,0,0,0,0,0.000003607169594168663
1769525112000,0,0,0,0,0,0,0,0,0,0,0
1769525114000,0,0,0,0,0,0,0,0,0,0,0
1769525116000,0,0,0,0,0,0,0,0,0,0,0
1769525118000,0.03199855773218155,0.002199900867880583,0,0,0,0.004799783279137612,0,0.0036998332020938395,0.013999368769898414,0.0005999729098922015,0
1769525120000,0.03199855773218155,0.002199900867880583,0,0,0,0.004799783279137612,0,0.0036998332020938395,0.013999368769898414,0.0005999729098922015,0
1769525122000,0.0019626934820210933,0,0.00008533450363457203,0,0,0.006656091080348491,0,0.016554893501958847,0.004949401007657051,0.00025600351090371607,0
1769525124000,0.0019626934820210933,0,0.00008533450363457203,0,0,0.006656091080348491,0,0.016554893501958847,0.004949401007657051,0.00025600351090371607,0
1769525126000,0.0019626934820210933,0,0.00008533450363457203,0,0,0.006656091080348491,0,0.016554893501958847,0.004949401007657051,0.00025600351090371607,0
1769525128000,0,0,0,0,0,0,0,0,0,0,0
1769525130000,0,0,0,0,0,0,0,0,0,0,0
1769525132000,0,0,0,0,0,0,0,0,0,0,0
1769525134000,0,0,0,0,0,0,0,0,0,0,0
1769525136000,0,0,0,0,0,0,0,0,0,0,0
1769525138000,0.004135309442310333,0.0009224920958840848,0,0,0,0.00022267051046937704,0,0,0.002990146590027809,0.00006362015057779848,0
1769525140000,0.004135309442310333,0.0009224920958840848,0,0,0,0.00022267051046937704,0,0,0.002990146590027809,0.00006362015057779848,0
1769525142000,0.02403082174604893,0,0.00013890648611467334,0.00013890648611467334,0,0.021808315650541782,0,0.018752374570112227,0.012918301863586903,0.0009723453407222032,0.00013890648611467334
1769525144000,0.02403082174604893,0,0.00013890648611467334,0.00013890648611467334,0,0.021808315650541782,0,0.018752374570112227,0.012918301863586903,0.0009723453407222032,0.00013890648611467334
1769525146000,0.02403082174604893,0,0.00013890648611467334,0.00013890648611467334,0,0.021808315650541782,0,0.018752374570112227,0.012918301863586903,0.0009723453407222032,0.00013890648611467334
1769525148000,0,0,0,0,0,0,0,0,0,0,0
1769525150000,0,0,0,0,0,0,0,0,0,0,0
1769525152000,0,0,0,0,0,0,0,0,0,0,0
1769525154000,0,0,0,0,0,0,0,0,0,0,0
1769525156000,0,0,0,0,0,0,0,0,0,0,0
1769525158000,0.0021688529235458372,0.0005366234070539474,0,0,0,0.0001788744823151827,0,0,0.0014533550474739075,0.000044718620578795675,0
1769525160000,0.0021688529235458372,0.0005366234070539474,0,0,0,0.0001788744823151827,0,0,0.0014533550474739075,0.000044718620578795675,0
1769525162000,0.0368898407685566,0,0,0,0,0.007663735126743317,0,0.019354178372745515,0.014418213501615524,0.0005195752536603809,0
1769525164000,0.0368898407685566,0,0,0,0,0.007663735126743317,0,0.019354178372745515,0.014418213501615524,0.0005195752536603809,0
1769525166000,0.0368898407685566,0,0,0,0,0.007663735126743317,0,0.019354178372745515,0.014418213501615524,0.0005195752536603809,0
1769525168000,0.0021166149690628054,0,0.00013228843556642534,0,0,0.0062175566290855406,0,0.010120065242099761,0.0035056434637784958,0.00013228843556642534,0
1769525170000,0.0021166149690628054,0,0.00013228843556642534,0,0,0.0062175566290855406,0,0.010120065242099761,0.0035056434637784958,0.00013228843556642534,0
1769525172000,0,0,0,0,0,0,0,0,0,0,0
1769525174000,0,0,0,0,0,0,0,0,0,0,0
1769525176000,0,0,0,0,0,0,0,0,0,0,0
1769525178000,0,0,0,0,0,0,0,0,0,0,0
1769525180000,0,0,0,0,0,0,0,0,0,0,0
1769525182000,0.015292126538429261,0.0016319661652457714,0,0,0,0.0005439887217485905,0,0,0.004412352965294123,0.00018132957391619683,0
1769525184000,0.015292126538429261,0.0016319661652457714,0,0,0,0.0005439887217485905,0,0,0.004412352965294123,0.00018132957391619683,0
1769525186000,0.015292126538429261,0.0016319661652457714,0,0,0,0.0005439887217485905,0,0,0.004412352965294123,0.00018132957391619683,0
1769525188000,0.014785315734243394,0,0.00012219269261986017,0,0.00012219269261986017,0.01686259201809883,0,0.022239069620256426,0.014296545254802704,0.000733156155719161,0
1769525190000,0.014785315734243394,0,0.00012219269261986017,0,0.00012219269261986017,0.01686259201809883,0,0.022239069620256426,0.014296545254802704,0.000733156155719161,0
1769525192000,0,0,0,0,0,0,0,0,0,0,0.000002503007457721978
1769525194000,0,0,0,0,0,0,0,0,0,0,0.000002503007457721978
1769525196000,0,0,0,0,0,0,0,0,0,0,0.000002503007457721978
1769525198000,0,0,0,0,0,0,0,0,0,0,0
1769525200000,0,0,0,0,0,0,0,0,0,0,0
1769525202000,0.0024297867419242856,0.0008544305068373681,0,0,0,0.0001869066773355007,0,0,0.0022161791469335556,0.00008010285605117679,0
1769525204000,0.0024297867419242856,0.0008544305068373681,0,0,0,0.0001869066773355007,0,0,0.0022161791469335556,0.00008010285605117679,0
1769525206000,0.0024297867419242856,0.0008544305068373681,0,0,0,0.0001869066773355007,0,0,0.0022161791469335556,0.00008010285605117679,0
1769525208000,0.061738918732452394,0.0020297727037525176,0,0,0,0.01623818163002014,0,0.025879601771507263,0.014715852303543091,0.000845738626563549,0
1769525210000,0.061738918732452394,0.0020297727037525176,0,0,0,0.01623818163002014,0,0.025879601771507263,0.014715852303543091,0.000845738626563549,0
1769525212000,0.0015737563541436195,0,0.00009835977213397622,0,0,0.003885210966339111,0,0.004622908990058899,0.0035409518261146546,0.00009835977213397622,0
1769525214000,0.0015737563541436195,0,0.00009835977213397622,0,0,0.003885210966339111,0,0.004622908990058899,0.0035409518261146546,0.00009835977213397622,0
1769525216000,0.0015737563541436195,0,0.00009835977213397622,0,0,0.003885210966339111,0,0.004622908990058899,0.0035409518261146546,0.00009835977213397622,0
1769525218000,0,0,0,0,0,0,0,0,0,0,0
1769525220000,0,0,0,0,0,0,0,0,0,0,0
