"Time","amf","ausf","bsf","nrf","nssf","pcf","scp","smf","udm","udr","upf"
1769525870000,0,0,0,0,0,0,0,0,0,0,0
1769525872000,0,0,0,0,0,0,0,0,0,0,0
1769525874000,0,0,0,0,0,0,0,0,0,0,0
1769525876000,0,0,0,0,0,0,0,0,0,0,0
1769525878000,0.0013209681760549545,0.00030127347078323365,0.00006952464338764548,0,0,0.0004171478741288185,0,0.0006952464200735091,0.0012514435119628906,0.0004171478741288185,0
1769525880000,0.0013209681760549545,0.00030127347078323365,0.00006952464338764548,0,0,0.0004171478741288185,0,0.0006952464200735091,0.0012514435119628906,0.0004171478741288185,0
1769525882000,0,0,0,0,0,0,0,0,0,0,0
1769525884000,0,0,0,0,0,0,0,0,0,0,0
1769525886000,0,0,0,0,0,0,0,0,0,0,0
1769525888000,0,0,0,0,0,0,0,0,0,0,0
1769525890000,0,0,0,0,0,0,0,0,0,0,0
1769525892000,0.00026015483974695206,0.00005445101522952318,0.000006050113253034652,0,0,0.00007260135363936424,0,0.00012705237966299058,0.00022990427932858466,0.0000786514628446102,0.000006050113253034652
1769525894000,0.00026015483974695206,0.00005445101522952318,0.000006050113253034652,0,0,0.00007260135363936424,0,0.00012705237966299058,0.00022990427932858466,0.0000786514628446102,0.000006050113253034652
1769525896000,0.00026015483974695206,0.00005445101522952318,0.000006050113253034652,0,0,0.00007260135363936424,0,0.00012705237966299058,0.00022990427932858466,0.0000786514628446102,0.000006050113253034652
1769525898000,0,0,0,0,0,0,0,0,0,0,0
1769525900000,0,0,0,0,0,0,0,0,0,0,0
1769525902000,0,0,0,0,0,0,0,0,0,0,0
1769525904000,0,0,0,0,0,0,0,0,0,0,0
1769525906000,0,0,0,0,0,0,0,0,0,0,0
1769525908000,0.00011879337367773056,0.000026998493725955486,0.000005399698985852301,0,0,0.00004049774219334125,0,0.00004049774219334125,0.00009449472964525222,0.00003239819632172585,0
1769525910000,0.00011879337367773056,0.000026998493725955486,0.000005399698985852301,0,0,0.00004049774219334125,0,0.00004049774219334125,0.00009449472964525222,0.00003239819632172585,0
1769525912000,0.000962241703826189,0.00018042031498998403,0.000030070053244568407,0,0,0.00018042031498998403,0,0.0006014010380268097,0.0007818214067459106,0.00015035025950670242,0
1769525914000,0.000962241703826189,0.00018042031498998403,0.000030070053244568407,0,0,0.00018042031498998403,0,0.0006014010380268097,0.0007818214067459106,0.00015035025950670242,0
1769525916000,0.000962241703826189,0.00018042031498998403,0.000030070053244568407,0,0,0.00018042031498998403,0,0.0006014010380268097,0.0007818214067459106,0.00015035025950670242,0
1769525918000,0,0,0,0,0,0,0,0,0,0,0
1769525920000,0,0,0,0,0,0,0,0,0,0,0
1769525922000,0,0,0,0,0,0,0,0,0,0,0
1769525924000,0,0,0,0,0,0,0,0,0,0,0
1769525926000,0,0,0,0,0,0,0,0,0,0,0
1769525928000,0.001932512037420273,0.0003026826169413328,0.00006984983467876911,0,0,0.0004889488427513838,0,0.0008847645725977421,0.0015366964736509324,0.0003958157298463583,0
1769525930000,0.001932512037420273,0.0003026826169413328,0.00006984983467876911,0,0,0.0004889488427513838,0,0.0008847645725977421,0.0015366964736509324,0.0003958157298463583,0
1769525932000,0,0,0,0,0,0,0,0,0,0,0
1769525934000,0,0,0,0,0,0,0,0,0,0,0
1769525936000,0,0,0,0,0,0,0,0,0,0,0
1769525938000,0,0,0,0,0,0,0,0,0,0,0
1769525940000,0,0,0,0,0,0,0,0,0,0,0
1769525942000,0.0002966028283882141,0.000037501502473354346,0.000010227683597803117,0,0,0.00006477532540082932,0,0.00013295987461566926,0.0002181905672121048,0.0000545476418030262,0
1769525944000,0.0002966028283882141,0.000037501502473354346,0.000010227683597803117,0,0,0.00006477532540082932,0,0.00013295987461566926,0.0002181905672121048,0.0000545476418030262,0
1769525946000,0.0002966028283882141,0.000037501502473354346,0.000010227683597803117,0,0,0.00006477532540082932,0,0.00013295987461566926,0.0002181905672121048,0.0000545476418030262,0
1769525948000,0.0003088696594823897,0.00015443482974119484,0,0,0,0.00007721741487059742,0,0,0.00023165223886296153,0.00007721741487059742,0
1769525950000,0.0003088696594823897,0.00015443482974119484,0,0,0,0.00007721741487059742,0,0,0.00023165223886296153,0.00007721741487059742,0
1769525952000,0,0,0,0,0,0,0,0,0,0,0
1769525954000,0,0,0,0,0,0,0,0,0,0,0
1769525956000,0,0,0,0,0,0,0,0,0,0,0
1769525958000,0.00007207173424959183,0.000025945824329853058,0,0,0,0,0,0,0.00005765738739967346,0.000011531477479934692,0
1769525960000,0.00007207173424959183,0.000025945824329853058,0,0,0,0,0,0,0.00005765738739967346,0.000011531477479934692,0
1769525962000,0.0033371888319969176,0.0002502891623997688,0.0001251445811998844,0,0,0.0009177268790960312,0,0.0017937389226436614,0.0023360319835853574,0.0005422931603479385,0
1769525964000,0.0033371888319969176,0.0002502891623997688,0.0001251445811998844,0,0,0.0009177268790960312,0,0.0017937389226436614,0.0023360319835853574,0.0005422931603479385,0
1769525966000,0.0033371888319969176,0.0002502891623997688,0.0001251445811998844,0,0,0.0009177268790960312,0,0.0017937389226436614,0.0023360319835853574,0.0005422931603479385,0
1769525968000,0,0,0,0,0,0,0,0,0,0,0
1769525970000,0,0,0,0,0,0,0,0,0,0,0
1769525972000,0,0,0,0,0,0,0,0,0,0,0
