"Time","amf","ausf","bsf","nrf","nssf","pcf","scp","smf","udm","udr","upf"
1769525326000,0,0,0,0,0,0,0,0,0,0,0
1769525328000,0,0,0,0,0,0,0,0,0,0,0
1769525330000,0,0,0,0,0,0,0,0,0,0,0
1769525332000,0.00022721806207180023,0.000029637138020992277,0.0000049395232479274274,0,0,0.00004939523394584656,0,0.00008397189301490783,0.00014818570183753967,0.000014818569010496138,0
1769525334000,0.00022721806207180023,0.000029637138020992277,0.0000049395232479274274,0,0,0.00004939523394584656,0,0.00008397189301490783,0.00014818570183753967,0.000014818569010496138,0
1769525336000,0.00022721806207180023,0.000029637138020992277,0.0000049395232479274274,0,0,0.00004939523394584656,0,0.00008397189301490783,0.00014818570183753967,0.000014818569010496138,0
1769525338000,0,0,0,0,0,0,0,0,0,0,0
1769525340000,0,0,0,0,0,0,0,0,0,0,0
1769525342000,0,0,0,0,0,0,0,0,0,0,0
1769525344000,0,0,0,0,0,0,0,0,0,0,0
1769525346000,0,0,0,0,0,0,0,0,0,0,0
1769525348000,0.00017936121781468394,0.000015462174647301434,0,0,0,0.00003092434929460287,0,0.00006184869858920574,0.00010823522069156169,0.000012369739349931479,0
1769525350000,0.00017936121781468394,0.000015462174647301434,0,0,0,0.00003092434929460287,0,0.00006184869858920574,0.00010823522069156169,0.000012369739349931479,0
1769525352000,0,0,0,0,0,0,0,0,0,0,0
1769525354000,0,0,0,0,0,0,0,0,0,0,0
1769525356000,0,0,0,0,0,0,0,0,0,0,0
1769525358000,0,0,0,0,0,0,0,0,0,0,0
1769525360000,0,0,0,0,0,0,0,0,0,0,0
1769525362000,0.00014529958391189574,0.000015793433278799055,0.0000031586862802505495,0,0,0.000025269490242004396,0,0.00004422161167860031,0.00008212584328651428,0.000012634745121002198,0
1769525364000,0.00014529958391189574,0.000015793433278799055,0.0000031586862802505495,0,0,0.000025269490242004396,0,0.00004422161167860031,0.00008212584328651428,0.000012634745121002198,0
1769525366000,0.00014529958391189574,0.000015793433278799055,0.0000031586862802505495,0,0,0.000025269490242004396,0,0.00004422161167860031,0.00008212584328651428,0.000012634745121002198,0
1769525368000,0.00047153569009065625,0.00003627197574578225,0,0,0,0.00005440796631641686,0,0.000145087902983129,0.00021763186526566744,0.000018135987872891127,0
1769525370000,0.00047153569009065625,0.00003627197574578225,0,0,0,0.00005440796631641686,0,0.000145087902983129,0.00021763186526566744,0.000018135987872891127,0
1769525372000,0,0,0,0,0,0,0,0,0,0,0
1769525374000,0,0,0,0,0,0,0,0,0,0,0
1769525376000,0,0,0,0,0,0,0,0,0,0,0
1769525378000,0,0,0,0,0,0,0,0,0,0,0
1769525380000,0,0,0,0,0,0,0,0,0,0,0
1769525382000,0.0005256822078418731,0.000042296267323642975,0,0,0,0.00007250789197653532,0,0.00015710042662382126,0.0002598199252772331,0.00002416929612711072,0
1769525384000,0.0005256822078418731,0.000042296267323642975,0,0,0,0.00007250789197653532,0,0.00015710042662382126,0.0002598199252772331,0.00002416929612711072,0
1769525386000,0.0005256822078418731,0.000042296267323642975,0,0,0,0.00007250789197653532,0,0.00015710042662382126,0.0002598199252772331,0.00002416929612711072,0
1769525388000,0,0,0,0,0,0,0,0,0,0,0
1769525390000,0,0,0,0,0,0,0,0,0,0,0
1769525392000,0,0,0,0,0,0,0,0,0,0,0
1769525394000,0,0,0,0,0,0,0,0,0,0,0
1769525396000,0,0,0,0,0,0,0,0,0,0,0
1769525398000,0.0001927703143310547,0.000014603810482025145,0.0000029207622265815733,0,0,0.000026286861991882324,0,0.00005549448295593262,0.0000993059161376953,0.000008762287330627441,0
1769525400000,0.0001927703143310547,0.000014603810482025145,0.0000029207622265815733,0,0,0.000026286861991882324,0,0.00005549448295593262,0.0000993059161376953,0.000008762287330627441,0
1769525402000,0,0,0,0,0,0,0,0,0,0,0
1769525404000,0,0,0,0,0,0,0,0,0,0,0
1769525406000,0,0,0,0,0,0,0,0,0,0,0
1769525408000,0,0,0,0,0,0,0,0,0,0,0
1769525410000,0,0,0,0,0,0,0,0,0,0,0
1769525412000,0.00017869861807823183,0.000014647428395748138,0,0,0,0.00000878845634162426,0,0.000011717942368686198,0.00007909611055374146,0.000005858971184343099,0
1769525414000,0.00017869861807823183,0.000014647428395748138,0,0,0,0.00000878845634162426,0,0.000011717942368686198,0.00007909611055374146,0.000005858971184343099,0
1769525416000,0.00017869861807823183,0.000014647428395748138,0,0,0,0.00000878845634162426,0,0.000011717942368686198,0.00007909611055374146,0.000005858971184343099,0
1769525418000,0.00015210541146665812,0,0,0,0,0.00011830420891851186,0,0.0002366084178370237,0.00015210541146665812,0.000016900601274073124,0
1769525420000,0.00015210541146665812,0,0,0,0,0.00011830420891851186,0,0.0002366084178370237,0.00015210541146665812,0.000016900601274073124,0
1769525422000,0,0,0,0,0,0,0,0,0,0,0
1769525424000,0,0,0,0,0,0,0,0,0,0,0
1769525426000,0,0,0,0,0,0,0,0,0,0,0
1769525428000,0,0,0,0,0,0,0,0,0,0,0
1769525430000,0,0,0,0,0,0,0,0,0,0,0
1769525432000,0.0002849238335728645,0.000022493986626267433,0.0000037489979568868878,0,0,0.00003374098439961672,0,0.00007123095839321613,0.00014246191678643226,0.000011246993313133717,0
1769525434000,0.0002849238335728645,0.000022493986626267433,0.0000037489979568868878,0,0,0.00003374098439961672,0,0.00007123095839321613,0.00014246191678643226,0.000011246993313133717,0
1769525436000,0.0002849238335728645,0.000022493986626267433,0.0000037489979568868878,0,0,0.00003374098439961672,0,0.00007123095839321613,0.00014246191678643226,0.000011246993313133717,0
1769525438000,0,0,0,0,0,0,0,0,0,0,0
1769525440000,0,0,0,0,0,0,0,0,0,0,0
1769525442000,0,0,0,0,0,0,0,0,0,0,0
1769525444000,0,0,0,0,0,0,0,0,0,0,0
1769525446000,0,0,0,0,0,0,0,0,0,0,0
1769525448000,0.00033442365371704104,0.000018579091873168947,0.0000030965153121948243,0,0,0.000046447729682922365,0,0.00010837803592681885,0.00015482576560974122,0.000009289545936584473,0
1769525450000,0.00033442365371704104,0.000018579091873168947,0.0000030965153121948243,0,0,0.000046447729682922365,0,0.00010837803592681885,0.00015482576560974122,0.000009289545936584473,0
1769525452000,0.0005940756288820505,0.00011138918593846261,0,0,0,0,0,0,0.00033416752467691895,0,0
1769525454000,0.0005940756288820505,0.00011138918593846261,0,0,0,0,0,0,0.00033416752467691895,0,0
1769525456000,0.0005940756288820505,0.00011138918593846261,0,0,0,0,0,0,0.00033416752467691895,0,0
1769525458000,0,0,0,0,0,0,0,0,0,0,0
1769525460000,0,0,0,0,0,0,0,0,0,0,0
1769525462000,0.00008569099706411362,0.000017138199412822722,0,0,0,0,0,0,0.000051414598238468176,0.0000034276398825645445,0
1769525464000,0.00008569099706411362,0.000017138199412822722,0,0,0,0,0,0,0.000051414598238468176,0.0000034276398825645445,0
1769525466000,0.00008569099706411362,0.000017138199412822722,0,0,0,0,0,0,0.000051414598238468176,0.0000034276398825645445,0
1769525468000,0.0016135854309558867,0.00004361041658520698,0,0,0,0.00021805208292603493,0,0.0005087881761908531,0.0006977666653633117,0.000058147222113609315,0
1769525470000,0.0016135854309558867,0.00004361041658520698,0,0,0,0.00021805208292603493,0,0.0005087881761908531,0.0006977666653633117,0.000058147222113609315,0
1769525472000,0,0,0,0,0,0,0,0,0,0,0
1769525474000,0,0,0,0,0,0,0,0,0,0,0
1769525476000,0,0,0,0,0,0,0,0,0,0,0
1769525478000,0,0,0,0,0,0,0,0,0,0,0
1769525480000,0,0,0,0,0,0,0,0,0,0,0
1769525482000,0.000526873647558689,0.00003259012173056603,0.000005431686955094338,0,0,0.000059748556506037715,0,0.0001303604869222641,0.00024985762576341627,0.000016295060865283014,0
1769525484000,0.000526873647558689,0.00003259012173056603,0.000005431686955094338,0,0,0.000059748556506037715,0,0.0001303604869222641,0.00024985762576341627,0.000016295060865283014,0
1769525486000,0.000526873647558689,0.00003259012173056603,0.000005431686955094338,0,0,0.000059748556506037715,0,0.0001303604869222641,0.00024985762576341627,0.000016295060865283014,0
1769525488000,0,0,0,0,0,0,0,0,0,0,0
1769525490000,0,0,0,0,0,0,0,0,0,0,0
1769525492000,0,0,0,0,0,0,0,0,0,0,0
1769525494000,0,0,0,0,0,0,0,0,0,0,0
